Provider Number,Hospital Name,Address 1,Address 2,Address 3,City,State,ZIP Code,County Name,Phone Number,Hospital 30-Day Death (Mortality) Rates from Heart Attack,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Attack,Hospital 30-Day Death (Mortality) Rates from Heart Failure,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Footnote - Hospital 30-Day Death (Mortality) Rates from Heart Failure,Hospital 30-Day Death (Mortality) Rates from Pneumonia,Comparison to U.S. Rate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Lower Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Upper Mortality Estimate - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Number of Patients - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Footnote - Hospital 30-Day Death (Mortality) Rates from Pneumonia,Hospital 30-Day Readmission Rates from Heart Attack,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Heart Attack,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Attack,Number of Patients - Hospital 30-Day Readmission Rates from Heart Attack,Footnote - Hospital 30-Day Readmission Rates from Heart Attack,Hospital 30-Day Readmission Rates from Heart Failure,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Heart Failure,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Heart Failure,Number of Patients - Hospital 30-Day Readmission Rates from Heart Failure,Footnote - Hospital 30-Day Readmission Rates from Heart Failure,Hospital 30-Day Readmission Rates from Pneumonia,Comparison to U.S. Rate - Hospital 30-Day Readmission Rates from Pneumonia,Lower Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia,Upper Readmission Estimate - Hospital 30-Day Readmission Rates from Pneumonia,Number of Patients - Hospital 30-Day Readmission Rates from Pneumonia,Footnote - Hospital 30-Day Readmission Rates from Pneumonia
371310,HEALDTON MERCY HOSPITAL CORPORATION,918 SOUTHWEST 8TH STREET,NULL,NULL,HEALDTON,OK,73438,CARTER,5802290701,NULL,Number of Cases Too Small,NULL,NULL,    3,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,NULL,Number of Cases Too Small,NULL,NULL,   11,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,14.3,No Different than U.S. National Rate,9.7,20.7,   42,,NULL,Number of Cases Too Small,NULL,NULL,    2,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,NULL,Number of Cases Too Small,NULL,NULL,   11,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,18.9,No Different than U.S. National Rate,14.6,23.8,   42,
371311,JEFFERSON COUNTY HOSPITAL,INTERSECTION HYWS 81 & 70,NULL,NULL,WAURIKA,OK,73573,JEFFERSON,5802282244,NULL,Number of Cases Too Small,NULL,NULL,    4,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,NULL,Number of Cases Too Small,NULL,NULL,   11,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,12.0,No Different than U.S. National Rate,8.7,16.1,   40,,NULL,Number of Cases Too Small,NULL,NULL,    2,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,NULL,Number of Cases Too Small,NULL,NULL,    9,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,17.9,No Different than U.S. National Rate,14.1,22.3,   42,
371312,ST JOHN SAPULPA,1004 EAST BRYAN,NULL,NULL,SAPULPA,OK,74066,CREEK,9182244280,NULL,Number of Cases Too Small,NULL,NULL,   10,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,12.1,No Different than U.S. National Rate,8.7,16.5,   48,,11.7,No Different than U.S. National Rate,8.2,16.3,   74,,NULL,Number of Cases Too Small,NULL,NULL,    3,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,23.8,No Different than U.S. National Rate,19.4,29.2,   56,,19.1,No Different than U.S. National Rate,15.4,23.8,  101,
371313,KINGFISHER REGIONAL HOSPITAL,500 SOUTH 9TH STREET,NULL,NULL,KINGFISHER,OK,73750,KINGFISHER,4053753141,NULL,Number of Cases Too Small,NULL,NULL,   12,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>, 9.8,No Different than U.S. National Rate,6.9,13.6,   67,,11.0,No Different than U.S. National Rate,8.0,14.9,  193,,NULL,Number of Cases Too Small,NULL,NULL,    7,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,25.9,No Different than U.S. National Rate,21.2,31.3,   79,,18.2,No Different than U.S. National Rate,14.9,22.2,  224,
371314,PHYSICIANS' HOSPITAL IN ANADARKO,1002 EAST CENTRAL BOULEVARD,NULL,NULL,ANADARKO,OK,73005,CADDO,4052472551,NULL,Number of Cases Too Small,NULL,NULL,    4,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,NULL,Number of Cases Too Small,NULL,NULL,   18,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,14.3,No Different than U.S. National Rate,9.9,20.1,   61,,NULL,Number of Cases Too Small,NULL,NULL,    1,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,NULL,Number of Cases Too Small,NULL,NULL,   22,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,16.7,No Different than U.S. National Rate,13.0,21.5,   64,
371316,STROUD REGIONAL MEDICAL CENTER,2308 HIGHWAY 66 WEST,NULL,NULL,STROUD,OK,74079,LINCOLN,9189683571,NULL,Number of Cases Too Small,NULL,NULL,    2,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,NULL,Number of Cases Too Small,NULL,NULL,   24,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,12.7,No Different than U.S. National Rate,9.0,17.6,   86,,NULL,Number of Cases Too Small,NULL,NULL,    2,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,NULL,Number of Cases Too Small,NULL,NULL,   22,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,19.2,No Different than U.S. National Rate,15.3,23.5,   96,
371317,LOGAN MEDICAL CENTER,200 SOUTH ACADEMY ROAD,NULL,NULL,GUTHRIE,OK,73044,LOGAN,4052826700,NULL,Number of Cases Too Small,NULL,NULL,   15,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,11.3,No Different than U.S. National Rate,7.9,15.8,   49,,10.0,No Different than U.S. National Rate,6.8,14.2,   88,,NULL,Number of Cases Too Small,NULL,NULL,   11,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,22.1,No Different than U.S. National Rate,17.8,27.0,   57,,17.4,No Different than U.S. National Rate,13.9,21.6,   90,
371318,FAIRFAX COMMUNITY HOSPITAL,40 HOSPITAL ROAD,NULL,NULL,FAIRFAX,OK,74637,OSAGE,9186423291,NULL,Number of Cases Too Small,NULL,NULL,    2,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,NULL,Number of Cases Too Small,NULL,NULL,   14,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,10.8,No Different than U.S. National Rate,7.2,15.7,   34,,NULL,NULL,NULL,NULL,NULL,No data is available from the hospital for this measure,NULL,Number of Cases Too Small,NULL,NULL,   15,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,16.9,No Different than U.S. National Rate,13.1,21.7,   35,
371319,MARY HURLEY HOSPITAL,6 NORTH COVINGTON,NULL,NULL,COALGATE,OK,74538,COAL,5809272327,NULL,Number of Cases Too Small,NULL,NULL,    6,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,11.6,No Different than U.S. National Rate,8.5,15.7,   91,,11.5,No Different than U.S. National Rate,8.2,15.6,   95,,NULL,Number of Cases Too Small,NULL,NULL,    2,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,26.1,No Different than U.S. National Rate,21.6,31.1,  114,,19.0,No Different than U.S. National Rate,15.3,23.5,  102,
371320,CLEVELAND AREA HOSPITAL,1401 WEST PAWNEE,NULL,NULL,CLEVELAND,OK,74020,PAWNEE,9183582501,NULL,Number of Cases Too Small,NULL,NULL,    4,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,NULL,Number of Cases Too Small,NULL,NULL,   21,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,10.6,No Different than U.S. National Rate,6.8,16.1,   32,,NULL,Number of Cases Too Small,NULL,NULL,    3,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,NULL,Number of Cases Too Small,NULL,NULL,   20,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,18.4,No Different than U.S. National Rate,14.2,23.2,   39,
371321,HOLDENVILLE GENERAL HOSPITAL,100 MCDOUGAL DRIVE,NULL,NULL,HOLDENVILLE,OK,74848,HUGHES,4053794200,NULL,Number of Cases Too Small,NULL,NULL,    7,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,11.8,No Different than U.S. National Rate,8.3,16.3,   67,,16.0,Worse than U.S. National Rate,12.2,20.9,  137,,NULL,Number of Cases Too Small,NULL,NULL,    3,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,24.9,No Different than U.S. National Rate,20.4,30.2,   71,,15.6,No Different than U.S. National Rate,12.4,19.5,  132,
371322,BEAVER COUNTY MEMORIAL HOSPITAL,212 EAST 8TH STREET,NULL,NULL,BEAVER,OK,73932,BEAVER,5806254551,NULL,NULL,NULL,NULL,NULL,No data is available from the hospital for this measure,NULL,Number of Cases Too Small,NULL,NULL,    9,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,11.1,No Different than U.S. National Rate,7.5,16.1,   35,,NULL,NULL,NULL,NULL,NULL,No data is available from the hospital for this measure,NULL,Number of Cases Too Small,NULL,NULL,   12,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,18.2,No Different than U.S. National Rate,13.9,23.2,   42,
371323,WEATHERFORD REGIONAL HOSPITAL,3701 E MAIN,NULL,NULL,WEATHERFORD,OK,73096,CUSTER,5807725551,NULL,Number of Cases Too Small,NULL,NULL,   20,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,14.0,No Different than U.S. National Rate,10.3,18.8,   62,,13.2,No Different than U.S. National Rate,9.9,17.4,  167,,NULL,Number of Cases Too Small,NULL,NULL,   10,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,25.5,No Different than U.S. National Rate,20.5,31.1,   69,,16.2,No Different than U.S. National Rate,13.0,20.3,  176,
371324,HARPER COUNTY COMMUNITY HOSPITAL,1003 US HIGHWAY 64 NORTH,NULL,NULL,BUFFALO,OK,73834,HARPER,5807352555,NULL,Number of Cases Too Small,NULL,NULL,    5,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,NULL,Number of Cases Too Small,NULL,NULL,   22,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,12.1,No Different than U.S. National Rate,8.1,17.4,   42,,NULL,Number of Cases Too Small,NULL,NULL,    2,The number of cases is too small (fewer than 25) to reliably tell how well the hospital is performing. <a href="staticpages/outcome-too-few-patients.aspx" target="_new" title="Click here to learn why this hospital's rates aren't shown - Opens in a new window"><b>Click here for more information</b></a>,25.2,No Different than U.S. National Rate,19.9,31.1,   27,,18.3,No Different than U.S. National Rate,14.2,23.4,   43,
